EmpID,BiasInfluentialFactor,FitmentPercent
18740,DegreeBranch,82.28619
6727,DegreeBranch,82.997185
7930,YearsOfExperince,88.0816
4699,Gender,78.08006
24016,,78.76161
3549,,35.827602
17218,,75.983734
11427,YearsOfExperince,78.10236
14300,DegreeBranch,88.65298
14603,DegreeBranch,93.21166
20946,DegreeBranch,80.76266
15291,CurrentCompanyType,79.6185
6520,DegreeBranch,81.90554
16354,,84.67617
18192,Gender,78.64364
2854,Gender,79.472466
10579,YearsOfExperince,78.79995
15223,HighestDegree,79.064835
24276,Gender,81.3607
3661,Gender,80.691696
5303,YearsOfExperince,76.52814
15420,Gender,81.25188
16215,DegreeBranch,80.16202
6886,Gender,82.68331
2451,DegreeBranch,92.916115
21874,,79.910965
12131,Gender,75.41525
7741,Gender,76.30417
4037,YearsOfExperince,80.26722
23096,,61.524506
3956,,47.615574
3793,DegreeBranch,88.86483
11480,Gender,77.216515
4406,,54.48847
21471,YearsOfExperince,82.61724
8452,YearsOfExperince,75.12436
11996,YearsOfExperince,81.385994
2528,Gender,80.9043
5634,,57.947105
10011,EmpScore,82.13529
3453,DegreeBranch,89.63978
11937,Gender,75.43385
16575,Gender,82.294
23090,CurrentCompanyType,87.65
21282,DegreeBranch,78.74447
11440,DegreeBranch,78.9709
2034,YearsOfExperince,77.74063
8415,Gender,82.73904
19253,,52.706596
19808,HighestDegree,80.64645
2930,DegreeBranch,83.05829
12976,EmpScore,82.7016
16595,HighestDegree,80.45902
3269,CurrentCompanyType,53.267784
21832,YearsOfExperince,72.317406
15428,DegreeBranch,70.09382
9743,DegreeBranch,80.92369
12118,,84.093315
23175,,61.102406
15052,DegreeBranch,80.39103
7102,Gender,76.971725
24150,CurrentCompanyType,92.20595
17682,Gender,71.38322
23360,Gender,76.18417
18562,Gender,83.89791
7594,,77.2138
9480,Gender,79.09304
20872,,58.098824
21314,DegreeBranch,88.47501
2703,Gender,82.169556
22796,DegreeBranch,91.11564
13668,,54.080994
2609,EmpScore,81.77986
11663,YearsOfExperince,81.07353
9409,YearsOfExperince,79.81779
3781,DegreeBranch,80.33196
4516,,79.70297
17423,DegreeBranch,89.61752
6684,,78.318924
15398,,53.55304
7769,Gender,79.41177
16724,YearsOfExperince,84.873795
24368,,44.768177
6132,YearsOfExperince,54.67634
10693,DegreeBranch,84.52055
16833,YearsOfExperince,81.110306
2692,,57.510796
22987,YearsOfExperince,79.830414
5282,DegreeBranch,84.35093
4597,,57.83229
17284,EmpScore,79.66189
18999,DegreeBranch,87.908455
14828,Gender,86.66622
2729,,56.90222
14806,DegreeBranch,90.973465
20021,MartialStatus,79.46225
14024,HighestDegree,85.24117
21165,,54.200485
10837,Gender,83.29465
17199,DegreeBranch,83.03624
2679,HighestDegree,90.37393
20225,Gender,83.516556
14139,HighestDegree,76.17941
22956,DegreeBranch,84.059044
13029,EmpScore,93.20738
6346,DegreeBranch,83.750916
20917,DegreeBranch,83.33286
20357,DegreeBranch,82.62924
20144,EmpScore,93.265
6532,,56.037777
19987,,49.962685
10235,,58.276604
13145,,51.099648
22071,Gender,80.2081
9071,,55.543297
4707,Gender,75.25642
9537,HighestDegree,98.8656
15874,Gender,78.68335
4885,DegreeBranch,82.99817
12777,DegreeBranch,80.6072
22596,DegreeBranch,55.800415
15770,Gender,90.77863
9368,Gender,81.646835
7855,DegreeBranch,80.312965
6880,,84.23308
4268,YearsOfExperince,80.94817
7809,,78.1413
21497,Gender,80.544754
3512,EmpScore,83.00574
19263,DegreeBranch,80.23686
23293,HighestDegree,82.385895
5760,Gender,81.94598
23561,YearsOfExperince,72.06346
12915,YearsOfExperince,81.91303
16792,YearsOfExperince,79.02757
14524,,48.92046
10707,YearsOfExperince,79.58987
8576,,62.07733
16360,EmpScore,80.83287
14556,DegreeBranch,90.92277
19644,DegreeBranch,98.7601
12288,,84.04389
22525,YearsOfExperince,81.628204
12742,,59.03544
19033,YearsOfExperince,95.23143
17026,HighestDegree,75.380104
5412,DegreeBranch,82.321144
13344,DegreeBranch,84.0889
19666,,81.838715
8598,,56.42167
19628,DegreeBranch,86.008675
12847,,80.13202
2159,,54.62451
13971,,55.00816
11524,Gender,80.60298
23834,,52.341446
19608,DegreeBranch,78.135796
18255,YearsOfExperince,85.260506
19640,Gender,82.56991
9967,DegreeBranch,78.874016
16537,YearsOfExperince,87.129036
17447,Gender,81.31552
12254,Gender,76.16624
6815,,76.909935
4740,Gender,79.28693
5426,YearsOfExperince,82.42677
7932,YearsOfExperince,91.59931
8133,EmpScore,87.613045
21754,Gender,82.60718
12941,DegreeBranch,90.19536
14494,,55.39508
23145,,67.09589
20881,DegreeBranch,89.78832
20637,DegreeBranch,83.44186
18620,Gender,80.71616
4650,CurrentCompanyType,90.35679
23842,DegreeBranch,82.057884
4722,,52.785778
8197,,56.048927
20966,,57.957203
22565,HighestDegree,85.86652
14013,CurrentCompanyType,78.75202
6898,,77.88628
15838,DegreeBranch,77.20858
5157,DegreeBranch,80.61549
20771,Gender,75.17261
13249,HighestDegree,80.3843
8058,YearsOfExperince,72.46009
8360,,53.56783
8756,,62.510822
21407,LatestDegreeCGPA,82.65163
6273,,55.027317
16938,Gender,75.3062
2026,DegreeBranch,80.33597
12276,,51.640045
10576,DegreeBranch,78.9605
14108,Gender,71.598145
18227,YearsOfExperince,85.09109
13007,DegreeBranch,88.48883
8774,YearsOfExperince,82.217384
15170,DegreeBranch,78.89002
11319,Gender,84.49576
16453,,50.82445
5599,CurrentCompanyType,86.87008
5295,,63.15728
12453,DegreeBranch,85.15604
12949,DegreeBranch,71.8013
20354,,83.081856
7924,Gender,77.710526
3651,Gender,84.22862
17457,CurrentCompanyType,89.43004
5015,,58.09475
8407,DegreeBranch,81.21395
18105,DegreeBranch,75.97966
21901,Gender,76.860146
13203,,51.139027
10063,Gender,80.68577
16904,Gender,81.06732
21494,DegreeBranch,87.03406
15268,Gender,80.65637
9430,DegreeBranch,81.50206
3109,DegreeBranch,78.54221
19667,Gender,74.311584
7753,Gender,76.3672
2958,YearsOfExperince,83.933495
15525,Gender,75.49947
11884,HighestDegree,89.23845
3978,,82.188446
7110,,56.34442
14118,,51.88112
2321,Gender,82.675735
18823,,49.225315
10593,LatestDegreeCGPA,81.97125
13768,MartialStatus,83.26564
8172,DegreeBranch,83.82204
2077,EmpScore,81.51408
2442,DegreeBranch,81.536644
8203,Gender,82.479485
8009,YearsOfExperince,82.77916
11284,DegreeBranch,90.94003
5504,Gender,81.96975
18634,DegreeBranch,88.77447
10985,DegreeBranch,76.31914
10311,Gender,75.159615
11860,DegreeBranch,81.59979
16069,,56.761955
3235,,60.76257
17901,DegreeBranch,78.51055
24315,,84.07635
19623,,56.786472
4056,,54.995583
14107,EmpScore,90.26203
19859,YearsOfExperince,82.40185
19001,,55.098415
19983,,81.37962
5999,,49.593163
8402,Gender,77.58022
22807,,78.07913
17833,CurrentCompanyType,89.370964
5013,,51.568478
20052,Gender,81.968376
12188,,85.59198
10363,YearsOfExperince,81.43616
24052,YearsOfExperince,88.863785
17273,Gender,79.54702
22651,,45.45141
6726,,51.30522
16473,DegreeBranch,81.16344
15222,Gender,81.85046
4265,EmpScore,88.749306
7850,DegreeBranch,93.58855
21134,YearsOfExperince,55.90877
13300,,55.11057
4628,DegreeBranch,76.64874
7412,Gender,80.614655
17728,Gender,76.26969
18725,YearsOfExperince,77.734535
19217,EmpScore,80.62089
6170,Gender,81.29263
19257,Gender,80.46378
4980,,57.56958
9052,DegreeBranch,89.82318
15550,DegreeBranch,100.98395
4492,,78.74661
12326,YearsOfExperince,77.578094
9675,DegreeBranch,77.7172
22811,YearsOfExperince,79.150764
14194,EmpScore,81.01462
11520,DegreeBranch,82.671844
10755,YearsOfExperince,78.881615
8369,DegreeBranch,88.78899
12766,YearsOfExperince,84.455345
7785,DegreeBranch,59.65215
7428,,53.730152
11606,DegreeBranch,76.551254
22155,YearsOfExperince,93.10794
18386,Gender,77.64507
17554,Gender,81.89407
12745,EmpScore,88.03913
8673,Gender,82.11894
10774,DegreeBranch,81.24198
18016,,55.06161
10509,CurrentCompanyType,84.10694
8923,DegreeBranch,90.22501
4537,Gender,78.37307
14132,,57.560955
5809,,80.337746
23567,,57.589138
11330,,92.46046
14518,Gender,71.167854
10929,HighestDegree,84.38043
15145,,54.82093
22372,YearsOfExperince,89.367775
13673,,49.334538
9062,EmpScore,87.224724
23282,,55.13396
3718,Gender,79.75481
20711,DegreeBranch,84.745255
20766,Gender,82.10707
5534,,54.08311
5053,,51.62534
7530,,55.889133
15952,,53.056618
22196,,77.501076
24379,,81.99758
21184,DegreeBranch,79.296425
20632,,51.745037
15166,DegreeBranch,85.727036
20686,Gender,80.83706
16530,YearsOfExperince,73.34547
13227,EmpScore,92.15142
13649,,59.587204
2233,,51.74814
16100,DegreeBranch,92.69645
2236,DegreeBranch,82.28478
21657,YearsOfExperince,76.74982
16992,Gender,76.86829
12752,,84.60298
16034,Gender,79.689705
14640,CurrentCompanyType,54.639458
19315,CurrentCompanyType,86.914085
14835,DegreeBranch,82.62466
17164,,84.372925
8821,DegreeBranch,82.287186
8100,Gender,78.51837
21353,Gender,85.35988
19310,Gender,77.913345
23984,DegreeBranch,89.45691
5145,,90.42152
18781,,53.86383
5154,,76.54921
17658,Gender,84.979294
2151,CurrentCompanyType,92.27944
19685,YearsOfExperince,78.62023
13992,DegreeBranch,90.66752
11231,,55.628567
22262,Gender,83.94991
18790,,56.163555
12285,Gender,78.622826
6584,DegreeBranch,80.75855
22391,,54.477146
11309,,76.78683
18602,,47.18603
20449,YearsOfExperince,86.41203
18402,DegreeBranch,91.46881
17302,YearsOfExperince,87.049736
22628,Gender,79.270546
6435,DegreeBranch,73.54441
3293,HighestDegree,84.19324
10515,YearsOfExperince,77.85813
2289,,48.78775
9846,,53.124165
14182,Gender,80.138115
5563,HighestDegree,81.199356
12324,Gender,77.98595
12370,DegreeBranch,73.163826
12593,Gender,77.45423
23192,,77.23866
19616,DegreeBranch,90.72118
6354,,82.59561
7231,Gender,82.89158
11787,,54.495644
14580,YearsOfExperince,81.80471
13498,YearsOfExperince,81.21479
8815,,51.258984
6389,DegreeBranch,87.89742
4573,DegreeBranch,84.92126
23076,DegreeBranch,79.41689
17603,Gender,79.50745
20009,,77.948074
9012,,53.50994
10729,Gender,80.90162
12390,,51.070644
23235,YearsOfExperince,81.22737
19920,Gender,77.384224
15263,Gender,80.51221
18719,Gender,82.424995
12540,,50.166958
17194,DegreeBranch,79.754456
10568,Gender,81.582184
14109,Gender,82.70243
2439,DegreeBranch,79.154686
19838,,82.1327
24179,YearsOfExperince,73.5076
3350,,42.489628
12420,Gender,81.86491
14651,YearsOfExperince,77.57669
3923,YearsOfExperince,79.86309
11345,,52.807705
12375,YearsOfExperince,79.102036
15915,,57.604095
5219,Gender,77.954445
10723,EmpScore,84.771324
8514,Gender,74.37679
14472,DegreeBranch,74.13801
11267,DegreeBranch,82.23511
20122,,56.69617
5590,EmpScore,71.859184
23955,YearsOfExperince,75.81993
20018,Gender,84.70624
18324,Gender,83.23223
4864,Gender,83.51909
2285,YearsOfExperince,79.186676
6543,YearsOfExperince,82.09534
10824,DegreeBranch,79.40117
12242,,51.361347
11435,,52.471252
12158,DegreeBranch,86.14545
22367,Gender,82.36171
9819,YearsOfExperince,87.001076
8862,Gender,78.60294
11639,YearsOfExperince,75.93647
6155,,53.153553
9336,,67.16917
18185,Gender,79.88739
10400,DegreeBranch,81.02862
6113,DegreeBranch,81.09624
11971,,55.337063
15894,Gender,84.69071
6824,DegreeBranch,79.32721
18284,YearsOfExperince,80.40045
14237,,80.045654
18894,EmpScore,76.9192
17849,,55.930172
11149,DegreeBranch,92.10184
6551,,74.41457
5967,Gender,78.176125
13813,DegreeBranch,79.041466
9970,DegreeBranch,84.04051
4760,,58.618977
9629,Gender,80.59382
19186,EmpScore,72.753716
2309,CurrentCompanyType,79.34769
14595,,50.957184
23533,Gender,77.96255
22697,Gender,80.19583
20713,Gender,74.95959
10902,DegreeBranch,75.29326
22201,LatestDegreeCGPA,79.44437
11817,Gender,78.230484
10832,Gender,80.4397
3772,Gender,78.41656
4234,,63.78296
4952,EmpScore,83.94747
17214,DegreeBranch,75.42576
20092,Gender,84.299736
2189,,78.4737
21946,YearsOfExperince,82.52157
8273,YearsOfExperince,81.235115
17620,EmpScore,89.677666
2683,Gender,75.61384
23694,YearsOfExperince,88.73495
19210,DegreeBranch,80.73215
4318,Gender,80.59011
20128,DegreeBranch,90.1963
17241,DegreeBranch,77.109215
8157,Gender,76.30498
5915,YearsOfExperince,79.46174
22024,YearsOfExperince,84.88569
18656,Gender,79.74316
21705,Gender,83.063065
7927,YearsOfExperince,80.39217
5952,CurrentCompanyType,57.830433
15441,,47.542778
7768,YearsOfExperince,82.40924
17671,,52.81942
6561,,50.9397
4895,,56.89287
7078,DegreeBranch,87.98842
7262,HighestDegree,81.78761
5835,YearsOfExperince,79.71447
12954,,55.156075
19716,HighestDegree,90.32373
22353,YearsOfExperince,80.14374
7354,YearsOfExperince,90.24755
2474,Gender,79.63514
6050,Gender,82.10696
16516,DegreeBranch,73.36962
21129,Gender,82.71125
3664,CurrentCompanyType,88.79538
8997,,57.51019
13691,Gender,81.51414
18200,HighestDegree,80.918724
9681,,52.83722
14197,HighestDegree,80.15389
20575,DegreeBranch,95.68052
3513,DegreeBranch,89.550545
9334,DegreeBranch,78.782074
15293,Gender,83.95854
18189,HighestDegree,81.64879
18256,DegreeBranch,84.81866
24154,EmpScore,91.634674
14245,EmpScore,83.327934
20367,HighestDegree,91.16516
23466,EmpScore,83.04956
3116,EmpScore,78.73667
17568,Gender,79.09177
22730,,82.20131
15637,,56.804104
4819,DegreeBranch,75.65834
14531,,56.548878
17920,,74.40327
13373,Gender,77.54058
20024,HighestDegree,86.94391
12741,,72.822235
14286,EmpScore,77.5715
13446,Gender,80.41764
19905,,53.315205
4813,,51.58064
7334,Gender,73.68179
10608,Gender,77.42979
8798,,54.560726
11837,Gender,81.8764
20075,CurrentCompanyType,91.39524
15851,YearsOfExperince,77.21161
4317,,79.66712
2234,,52.849384
2027,,55.317463
2371,DegreeBranch,92.05381
4403,Gender,83.29427
12890,DegreeBranch,88.36109
14160,Gender,74.5451
2947,DegreeBranch,83.99308
23971,Gender,82.980446
2677,HighestDegree,88.47463
2047,DegreeBranch,87.20422
2917,DegreeBranch,86.80064
5627,YearsOfExperince,81.7626
14167,YearsOfExperince,82.71162
21346,DegreeBranch,82.08632
21351,Gender,79.80235
24076,EmpScore,86.65883
12327,EmpScore,78.03501
3845,DegreeBranch,80.15973
2495,DegreeBranch,90.4183
4060,,57.399223
10323,,82.72428
24319,EmpScore,83.408676
12831,YearsOfExperince,79.55339
4714,,55.183815
11578,Gender,80.3116
10585,DegreeBranch,78.645096
7053,DegreeBranch,90.32338
7127,DegreeBranch,86.92995
7849,Gender,76.29079
5012,HighestDegree,93.58365
6255,,49.6419
8093,EmpScore,94.37776
12883,Gender,77.65738
2973,,77.78666
4863,,57.792713
15068,,49.283424
19333,Gender,78.53093
12959,DegreeBranch,89.36149
8013,DegreeBranch,82.60745
3090,Gender,77.17821
24196,YearsOfExperince,81.82022
11844,,51.71996
24121,EmpScore,77.90595
12264,,53.116062
22768,DegreeBranch,85.46421
15229,DegreeBranch,90.406624
2855,,53.70246
6774,Gender,81.12019
14316,,54.22302
20320,Gender,77.22452
13339,CurrentCompanyType,89.95785
22356,DegreeBranch,80.24358
9162,,53.050175
14101,YearsOfExperince,76.16444
22792,Gender,75.22754
3037,Gender,78.59568
7600,YearsOfExperince,73.65835
6250,,76.99059
15375,,80.686295
13244,DegreeBranch,90.67227
10830,HighestDegree,80.702835
12263,,59.799057
10448,CurrentCompanyType,76.133095
9195,DegreeBranch,90.79407
22389,Gender,77.076805
19529,LatestDegreeCGPA,83.56936
10175,Gender,77.21941
21677,YearsOfExperince,79.90739
23240,YearsOfExperince,79.56445
11794,Gender,82.409966
14825,Gender,79.22172
23041,,58.595245
18457,,50.399765
16536,Gender,82.364334
12728,HighestDegree,79.18399
11623,,50.60809
6013,HighestDegree,82.15795
19886,CurrentCompanyType,57.003586
3326,EmpScore,90.76408
22193,DegreeBranch,81.86376
3940,Gender,77.58059
20846,YearsOfExperince,61.780674
5757,Gender,85.99877
8725,Gender,80.08345
21001,CurrentCompanyType,54.942917
3543,,57.044292
20994,Gender,80.38313
9961,YearsOfExperince,80.11035
9015,,47.1953
19888,EmpScore,80.781715
11297,HighestDegree,90.22115
18722,EmpScore,87.418335
17786,YearsOfExperince,81.75099
9543,Gender,72.77238
12085,YearsOfExperince,58.139133
15556,,47.190414
9014,,50.510654
10284,YearsOfExperince,80.21693
12598,,82.6649
10698,EmpScore,83.70959
21223,DegreeBranch,76.81703
9310,DegreeBranch,88.28465
9230,DegreeBranch,85.250854
13338,Gender,80.50643
16149,,75.95273
16813,Gender,83.15429
3038,Gender,83.48742
3158,Gender,85.54883
22849,YearsOfExperince,82.01747
16732,,58.23863
19579,DegreeBranch,84.192314
18917,,53.126427
22229,,42.825733
19116,,78.181625
14984,,56.104042
21140,,56.59781
3305,CurrentCompanyType,92.39483
12994,Gender,81.3363
6125,HighestDegree,58.039135
18637,,44.709408
22541,DegreeBranch,85.17765
17912,DegreeBranch,81.57595
11803,Gender,83.91494
16355,EmpScore,80.80721
4235,,55.69476
18004,DegreeBranch,79.23621
20056,HighestDegree,81.21386
2023,DegreeBranch,58.863907
21734,EmpScore,91.07813
9885,DegreeBranch,90.49771
10483,EmpScore,79.2777
16641,,51.95394
21780,DegreeBranch,84.75798
6136,DegreeBranch,77.612564
12401,,53.708065
17014,Gender,84.54653
24087,,58.231922
10133,DegreeBranch,89.58134
6723,YearsOfExperince,80.60404
8045,Gender,79.92418
16542,YearsOfExperince,79.782364
23321,DegreeBranch,92.87674
13825,HighestDegree,82.06627
15923,Gender,78.92737
21526,,55.212624
11523,Gender,79.63958
6381,DegreeBranch,86.3213
9673,YearsOfExperince,83.32994
18626,Gender,77.78625
18653,EmpScore,80.09471
23682,Gender,79.56723
13630,YearsOfExperince,82.99445
17039,Gender,85.51848
22274,YearsOfExperince,80.47971
2306,DegreeBranch,86.17307
6653,DegreeBranch,89.46569
19120,EmpScore,82.97876
19554,,81.70404
14270,Gender,87.55253
18560,DegreeBranch,81.55921
17438,HighestDegree,83.58918
21362,,58.4424
2129,,79.957245
17348,DegreeBranch,84.7258
4218,,52.164715
2849,DegreeBranch,77.10276
21933,DegreeBranch,73.29902
15580,CurrentCompanyType,53.7075
20529,DegreeBranch,83.14107
17691,DegreeBranch,77.49432
3981,EmpScore,78.89608
14265,,58.544132
3358,DegreeBranch,79.98552
2800,EmpScore,86.863106
7450,HighestDegree,75.885994
18452,Gender,81.08927
18591,,50.616615
2799,DegreeBranch,91.05893
15693,Gender,78.84311
22366,Gender,80.9785
11266,DegreeBranch,88.233894
4701,Gender,79.405716
4465,Gender,77.00374
11969,Gender,76.808266
21882,YearsOfExperince,76.85149
21054,,56.579372
4460,Gender,80.88757
7407,YearsOfExperince,88.31423
8030,DegreeBranch,86.67087
11046,Gender,77.30149
19729,Gender,78.65923
5636,HighestDegree,89.13986
6671,,79.408035
16202,,55.178177
7043,Gender,80.84262
10942,DegreeBranch,83.48793
14287,YearsOfExperince,79.06592
15798,Gender,76.74315
20043,YearsOfExperince,82.012856
23193,,75.63492
20853,CurrentCompanyType,51.853275
8822,Gender,81.509834
16889,HighestDegree,78.889946
20928,DegreeBranch,88.68021
20402,Gender,76.700905
14144,,50.539467
3688,DegreeBranch,92.35661
23797,YearsOfExperince,82.777275
16515,DegreeBranch,90.07493
8662,,53.677517
16388,DegreeBranch,74.06881
18546,YearsOfExperince,78.173485
11979,DegreeBranch,90.74525
4834,,53.10946
17427,,54.18555
22803,YearsOfExperince,80.55115
17952,,82.16638
17885,HighestDegree,96.268875
10017,,54.7392
3278,,53.62835
20904,Gender,72.03341
12711,,52.997272
10686,,52.979042
12917,EmpScore,78.38382
4741,DegreeBranch,84.3204
13839,Gender,86.24441
21465,CurrentCompanyType,50.62662
4590,,61.957527
22724,,51.73994
8854,,55.700157
9435,,78.07484
19503,,59.439922
3230,EmpScore,77.14227
8877,CurrentCompanyType,88.989204
4246,DegreeBranch,75.529564
16897,HighestDegree,78.29562
7773,Gender,78.198944
14075,DegreeBranch,80.119484
4359,DegreeBranch,82.99801
21289,DegreeBranch,80.0618
18186,,48.453636
3991,,59.203907
22537,YearsOfExperince,81.97381
2124,Gender,76.72891
18692,,55.372593
16570,,55.84187
18239,MartialStatus,84.56537
6771,Gender,77.683655
23673,EmpScore,79.52196
10742,Gender,77.58225
21753,YearsOfExperince,79.996666
19431,Gender,73.26238
4224,Gender,86.72874
12983,Gender,85.12908
5454,,80.03771
8722,DegreeBranch,84.97751
12803,,78.56844
12536,YearsOfExperince,80.73733
16422,Gender,83.815
15645,Gender,80.150055
3013,,55.881313
11044,,53.719498
9410,Gender,76.91138
9813,Gender,74.982605
10165,,79.65062
7505,YearsOfExperince,78.19414
17149,DegreeBranch,77.69495
15413,YearsOfExperince,75.12867
23114,,81.27545
14176,CurrentCompanyType,83.49717
21823,DegreeBranch,80.26923
10343,DegreeBranch,79.31084
5560,CurrentCompanyType,88.231285
6270,,74.41151
7671,Gender,78.3319
7005,DegreeBranch,93.354164
19009,,53.29668
3626,DegreeBranch,85.08019
17003,,80.0713
2057,,81.57552
13919,Gender,81.91971
24077,YearsOfExperince,84.23646
9766,YearsOfExperince,79.35484
15453,EmpScore,90.27004
23010,Gender,81.30088
14090,Gender,85.30912
4809,DegreeBranch,82.2853
13269,,59.00461
4752,,56.045547
20417,,53.606785
13672,,54.533756
23805,Gender,74.559074
18173,,54.461147
22094,Gender,76.510124
22250,,57.70352
16288,Gender,82.72365
19045,EmpScore,91.422516
16522,DegreeBranch,92.46768
4116,HighestDegree,79.86866
6539,YearsOfExperince,84.52861
3379,Gender,71.15552
5059,YearsOfExperince,77.90374
8860,DegreeBranch,58.604267
21208,Gender,86.50584
8853,CurrentCompanyType,61.244858
3810,,56.274326
14288,HighestDegree,87.95829
16412,,56.265705
12951,HighestDegree,79.394005
10350,DegreeBranch,82.60642
12901,Gender,74.273674
5620,,53.668514
4915,,54.891216
12290,DegreeBranch,87.96999
2302,CurrentCompanyType,74.579926
18065,YearsOfExperince,79.39501
11855,DegreeBranch,79.4762
3827,DegreeBranch,78.48981
6306,,81.69982
23576,,59.448097
12006,,81.80851
10847,DegreeBranch,77.36182
8140,Gender,82.34878
13901,Gender,84.947685
5783,DegreeBranch,78.02532
21014,Gender,78.70153
22644,Gender,76.51654
5984,,55.09527
23877,,56.453724
2840,Gender,76.30238
10192,DegreeBranch,88.79201
23914,,87.82418
22524,Gender,76.663506
2771,HighestDegree,89.72462
17692,,78.76688
10650,Gender,76.94861
9755,DegreeBranch,79.214874
13389,DegreeBranch,84.462875
22119,DegreeBranch,83.87843
7542,EmpScore,84.79199
10044,,55.29269
6855,DegreeBranch,83.745964
23779,Gender,80.171906
13008,Gender,75.73047
21120,Gender,78.515594
11242,,79.03332
13650,DegreeBranch,97.36284
8267,,58.44666
21477,DegreeBranch,88.73309
16264,DegreeBranch,84.20612
19594,EmpScore,87.591095
22269,YearsOfExperince,97.43552
13198,YearsOfExperince,86.93159
24168,Gender,82.18865
20014,,45.74918
15728,,78.375694
14544,YearsOfExperince,68.67871
22947,Gender,79.2467
19954,EmpScore,89.48119
2152,DegreeBranch,91.57316
21219,YearsOfExperince,80.33375
8971,Gender,80.01463
20877,,56.451305
8269,Gender,79.897224
15270,DegreeBranch,75.88181
23418,,50.332153
5493,Gender,82.838104
21338,Gender,80.32976
5445,DegreeBranch,83.13724
5459,Gender,82.7271
20868,Gender,77.02726
8867,EmpScore,77.83097
16546,,55.777256
15083,Gender,82.4498
12805,DegreeBranch,81.8031
5617,Gender,79.53204
16201,,56.933735
13821,DegreeBranch,87.83776
16102,DegreeBranch,82.317726
8084,Gender,82.39789
18524,,53.743137
15480,DegreeBranch,79.24963
15180,YearsOfExperince,77.1913
17962,HighestDegree,80.24595
18642,HighestDegree,82.87724
4781,,46.04119
22319,,55.272434
23603,Gender,83.070496
18750,EmpScore,91.854965
8473,,62.086514
22695,,79.57211
19831,,62.71803
6237,,75.89641
18730,DegreeBranch,90.17501
22181,,51.9461
21731,EmpScore,91.455894
8060,YearsOfExperince,80.07737
19420,Gender,74.35914
17824,YearsOfExperince,89.39654
7161,DegreeBranch,79.64365
7844,HighestDegree,85.9103
21645,YearsOfExperince,84.750854
20063,Gender,79.861946
23402,,54.2587
5700,Gender,77.80879
19467,EmpScore,87.109566
18261,DegreeBranch,81.08571
19472,DegreeBranch,78.076965
8964,,54.04373
23851,Gender,76.8754
20502,,65.223816
9710,DegreeBranch,81.8802
22375,,58.558517
5593,,56.67616
7525,HighestDegree,79.17371
12353,,59.412304
13150,HighestDegree,85.074394
7446,YearsOfExperince,78.01544
16239,,52.089844
3429,,58.48272
22252,DegreeBranch,82.80601
5529,Gender,75.043106
8650,DegreeBranch,73.125
10382,DegreeBranch,81.31664
16109,,53.133255
22239,DegreeBranch,93.30329
13918,EmpScore,86.9251
7346,EmpScore,80.933624
22164,,51.002087
10995,YearsOfExperince,81.38357
20331,,53.428997
17053,YearsOfExperince,74.98761
3468,YearsOfExperince,77.7143
4307,HighestDegree,88.90504
16145,YearsOfExperince,82.685135
15039,,53.77783
11679,Gender,81.271484
21688,Gender,80.821594
19479,Gender,82.218185
11847,DegreeBranch,72.28664
9676,,54.66234
2322,DegreeBranch,89.7703
23970,Gender,77.64831
4324,Gender,80.298065
17061,EmpScore,83.40531
19929,,57.38217
23855,HighestDegree,87.317764
11899,,52.34755
12012,Gender,78.57222
8710,,55.27428
11626,,58.325893
17583,Gender,83.92153
7620,,56.231148
15853,EmpScore,80.01358
23092,DegreeBranch,80.70775
6768,DegreeBranch,78.49771
13185,Gender,78.95742
14150,,55.345093
11321,MartialStatus,84.99754
15837,DegreeBranch,78.39939
18501,DegreeBranch,85.84965
2075,,74.34653
21211,CurrentCompanyType,57.38781
5868,HighestDegree,79.02278
16497,,56.22853
10271,,80.207695
7689,DegreeBranch,77.60481
23810,DegreeBranch,92.817154
23839,,52.032825
9047,DegreeBranch,87.78976
22868,DegreeBranch,87.91823
9901,EmpScore,79.387344
2718,DegreeBranch,91.61678
11625,DegreeBranch,81.45399
19970,,81.44665
9436,DegreeBranch,85.728806
18580,EmpScore,81.2935
18455,Gender,77.95768
18529,HighestDegree,74.024376
3243,YearsOfExperince,81.08065
11507,,79.86519
12893,YearsOfExperince,82.534805
16632,DegreeBranch,58.51024
16977,Gender,80.38084
5350,DegreeBranch,74.75983
12057,Gender,76.06758
3622,,61.95824
7645,,55.138878
20356,Gender,77.93435
5630,EmpScore,84.241005
8773,,81.48947
13875,YearsOfExperince,78.57229
19950,,51.25468
6366,DegreeBranch,82.29222
20469,,51.533848
15675,YearsOfExperince,88.129456
15242,,52.49487
5748,Gender,77.79979
9402,,56.78875
10272,DegreeBranch,74.30212
11346,,57.67612
19240,DegreeBranch,84.15991
14018,,52.204453
13747,Gender,82.26844
16274,,47.336
21372,Gender,75.48342
13794,,52.23458
7048,Gender,72.29243
22654,CurrentCompanyType,53.264793
7474,YearsOfExperince,85.994896
7499,,58.13596
11565,,52.24391
9516,,56.62676
13494,Gender,79.92064
17062,YearsOfExperince,87.343
8274,,59.58711
23159,EmpScore,87.650185
10027,DegreeBranch,93.152435
18698,,52.51159
7092,,75.32525
2195,EmpScore,82.84045
23116,CurrentCompanyType,72.88933
17713,,78.891304
10137,Gender,80.15796
13010,Gender,82.86592
5036,Gender,80.10986
7173,DegreeBranch,83.961105
17748,EmpScore,74.54624
10218,,87.35086
